0.000602, 0.000007
0.002406, 0.000059
0.005404, 0.000199
0.009584, 0.000472
0.014928, 0.000921
0.021413, 0.001588
0.029011, 0.002517
0.037691, 0.003749
0.047415, 0.005324
0.058141, 0.007282
0.069824, 0.009661
0.082411, 0.012500
0.095849, 0.015832
0.110078, 0.019693
0.125034, 0.024116
0.140652, 0.029130
0.156861, 0.034766
0.173585, 0.041050
0.190749, 0.048008
0.208272, 0.055662
0.226071, 0.064034
0.244061, 0.073142
0.262152, 0.083003
0.280256, 0.093631
0.298280, 0.105036
0.316130, 0.117229
0.333713, 0.130216
0.350931, 0.144001
0.367687, 0.158585
0.383885, 0.173967
0.399427, 0.190143
0.414214, 0.207107
0.428149, 0.224850
0.441135, 0.243359
0.453076, 0.262621
0.463877, 0.282618
0.473443, 0.303331
0.481683, 0.324738
0.488506, 0.346813
0.493824, 0.369530
0.497550, 0.392859
0.499602, 0.416768
0.499899, 0.441223
0.498364, 0.466187
0.494922, 0.491621
0.489504, 0.517484
0.482042, 0.543734
0.472474, 0.570326
0.460741, 0.597213
0.446790, 0.624347
0.430571, 0.651678
0.412039, 0.679155
0.391154, 0.706724
0.367882, 0.734332
0.342192, 0.761924
0.314061, 0.789443
0.283469, 0.816832
0.250402, 0.844033
0.214854, 0.870989
0.176821, 0.897639
0.136307, 0.923924
0.093322, 0.949786
0.047880, 0.975164
0.000002, 0.999999
-0.050285, 1.024232
-0.102948, 1.047803
-0.157950, 1.070655
-0.215246, 1.092729
-0.274787, 1.113969
-0.336518, 1.134318
-0.400376, 1.153722
-0.466298, 1.172126
-0.534209, 1.189479
-0.604035, 1.205729
-0.675693, 1.220827
-0.749095, 1.234725
-0.824151, 1.247377
-0.900764, 1.258740
-0.978834, 1.268772
-1.058254, 1.277432
-1.138918, 1.284685
-1.220711, 1.290494
-1.303518, 1.294828
-1.387218, 1.297656
-1.471689, 1.298951
-1.556804, 1.298689
-1.642436, 1.296848
-1.728453, 1.293410
-1.814722, 1.288357
-1.901110, 1.281678
-1.987479, 1.273363
-2.073693, 1.263404
-2.159612, 1.251798
-2.245098, 1.238544
-2.330011, 1.223645
-2.414211, 1.207107
-2.497560, 1.188939
-2.579918, 1.169152
-2.661147, 1.147762
-2.741110, 1.124786
-2.819672, 1.100248
-2.896699, 1.074170
-2.972059, 1.046580
-3.045622, 1.017510
-3.117262, 0.986992
-3.186854, 0.955063
-3.254277, 0.921762
-3.319413, 0.887131
-3.382149, 0.851215
-3.442373, 0.814060
-3.499979, 0.775716
-3.554867, 0.736236
-3.606938, 0.695674
-3.656100, 0.654086
-3.702265, 0.611530
-3.745351, 0.568069
-3.785282, 0.523763
-3.821985, 0.478677
-3.855395, 0.432877
-3.885451, 0.386430
-3.912101, 0.339405
-3.935295, 0.291871
-3.954991, 0.243898
-3.971155, 0.195560
-3.983758, 0.146927
-3.992776, 0.098073
-3.998194, 0.049072
-4.000000, -0.000003
-3.998193, -0.049078
-3.992775, -0.098080
-3.983757, -0.146933
-3.971154, -0.195566
-3.954989, -0.243904
-3.935292, -0.291877
-3.912097, -0.339411
-3.885448, -0.386436
-3.855391, -0.432883
-3.821981, -0.478683
-3.785277, -0.523768
-3.745346, -0.568074
-3.702260, -0.611536
-3.656094, -0.654091
-3.606931, -0.695679
-3.554860, -0.736241
-3.499972, -0.775721
-3.442365, -0.814065
-3.382141, -0.851219
-3.319405, -0.887136
-3.254269, -0.921767
-3.186846, -0.955067
-3.117254, -0.986996
-3.045613, -1.017514
-2.972050, -1.046584
-2.896689, -1.074173
-2.819662, -1.100251
-2.741100, -1.124789
-2.661137, -1.147764
-2.579907, -1.169154
-2.497550, -1.188941
-2.414201, -1.207110
-2.330000, -1.223647
-2.245087, -1.238546
-2.159602, -1.251799
-2.073683, -1.263405
-1.987469, -1.273363
-1.901100, -1.281679
-1.814713, -1.288358
-1.728443, -1.293410
-1.642426, -1.296849
-1.556794, -1.298689
-1.471679, -1.298951
-1.387208, -1.297656
-1.303508, -1.294827
-1.220702, -1.290494
-1.138909, -1.284684
-1.058245, -1.277431
-0.978824, -1.268771
-0.900754, -1.258739
-0.824141, -1.247375
-0.749085, -1.234723
-0.675682, -1.220824
-0.604025, -1.205726
-0.534199, -1.189476
-0.466287, -1.172123
-0.400366, -1.153719
-0.336507, -1.134315
-0.274777, -1.113965
-0.215236, -1.092725
-0.157940, -1.070651
-0.102938, -1.047799
-0.050275, -1.024227
0.000011, -0.999994
0.047889, -0.975159
0.093331, -0.949781
0.136316, -0.923919
0.176829, -0.897633
0.214862, -0.870983
0.250410, -0.844027
0.283476, -0.816826
0.314068, -0.789437
0.342199, -0.761917
0.367888, -0.734326
0.391160, -0.706717
0.412044, -0.679148
0.430576, -0.651671
0.446794, -0.624340
0.460745, -0.597206
0.472477, -0.570319
0.482044, -0.543727
0.489505, -0.517477
0.494923, -0.491613
0.498364, -0.466179
0.499899, -0.441215
0.499602, -0.416761
0.497549, -0.392852
0.493823, -0.369523
0.488504, -0.346806
0.481681, -0.324731
0.473441, -0.303324
0.463874, -0.282611
0.453073, -0.262614
0.441131, -0.243353
0.428144, -0.224844
0.414209, -0.207101
0.399422, -0.190137
0.383880, -0.173961
0.367682, -0.158580
0.350925, -0.143996
0.333707, -0.130211
0.316124, -0.117225
0.298274, -0.105032
